"","instant","dteday","season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt","mean_hires","hour_pred","day_pred","temp_rounded","temp_pred","hum_rounded","hum_pred","year_pred","season_pred","workday_pred","weathersit_pred"
"102",161,"2011-01-07",1,0,1,23,0,5,1,2,0.18,0.197,0.51,0.1642,1,14,15,189.294933716987,-100.297396771174,6.57721126897779,0.2,-88.1134716530571,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,-2.01663270456385
"103",164,"2011-01-08",1,0,1,2,0,6,0,2,0.18,0.2424,0.55,0,3,13,16,189.294933716987,-166.275656608553,0.178738950629814,0.2,-88.1134716530571,0.6,11.3161242527334,-42.5077154316291,-26.8412320823393,2.1370743605406,-2.01663270456385
"104",167,"2011-01-08",1,0,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642,0,5,5,189.294933716987,-168.255909326743,0.178738950629814,0.2,-88.1134716530571,0.7,7.17255397102485,-42.5077154316291,-26.8412320823393,2.1370743605406,-2.01663270456385
"105",168,"2011-01-08",1,0,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642,0,2,2,189.294933716987,-109.183245405299,0.178738950629814,0.2,-88.1134716530571,0.7,7.17255397102485,-42.5077154316291,-26.8412320823393,2.1370743605406,-2.01663270456385
"106",170,"2011-01-08",1,0,1,8,0,6,0,3,0.16,0.1818,0.93,0.1045,0,15,15,189.294933716987,168.00627110229,0.178738950629814,0.2,-88.1134716530571,0.9,-36.9262319700655,-42.5077154316291,-26.8412320823393,2.1370743605406,-55.2474463615831
"107",171,"2011-01-08",1,0,1,9,0,6,0,3,0.16,0.1818,0.93,0.1045,0,20,20,189.294933716987,27.8899004062358,0.178738950629814,0.2,-88.1134716530571,0.9,-36.9262319700655,-42.5077154316291,-26.8412320823393,2.1370743605406,-55.2474463615831
"108",172,"2011-01-08",1,0,1,10,0,6,0,2,0.18,0.197,0.8,0.1642,5,56,61,189.294933716987,-19.670873566611,0.178738950629814,0.2,-88.1134716530571,0.8,-7.9856781972704,-42.5077154316291,-26.8412320823393,2.1370743605406,-2.01663270456385
"109",173,"2011-01-08",1,0,1,11,0,6,0,2,0.2,0.1818,0.69,0.3881,2,60,62,189.294933716987,20.9481855490681,0.178738950629814,0.2,-88.1134716530571,0.7,7.17255397102485,-42.5077154316291,-26.8412320823393,2.1370743605406,-2.01663270456385
"110",174,"2011-01-08",1,0,1,12,0,6,0,2,0.2,0.1818,0.59,0.3582,8,90,98,189.294933716987,64.623985201932,0.178738950629814,0.2,-88.1134716530571,0.6,11.3161242527334,-42.5077154316291,-26.8412320823393,2.1370743605406,-2.01663270456385
"111",176,"2011-01-08",1,0,1,14,0,6,0,1,0.2,0.1667,0.32,0.4925,12,83,95,189.294933716987,50.2491468875471,0.178738950629814,0.2,-88.1134716530571,0.3,4.90872102927088,-42.5077154316291,-26.8412320823393,2.1370743605406,7.65827939577592
"112",177,"2011-01-08",1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,5,69,74,189.294933716987,59.973831416185,0.178738950629814,0.2,-88.1134716530571,0.3,4.90872102927088,-42.5077154316291,-26.8412320823393,2.1370743605406,7.65827939577592
"113",180,"2011-01-08",1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,3,52,55,189.294933716987,238.653214431161,0.178738950629814,0.1,-84.5487606459356,0.4,20.6514475184918,-42.5077154316291,-26.8412320823393,2.1370743605406,7.65827939577592
"114",182,"2011-01-08",1,0,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537,0,28,28,189.294933716987,38.2859486359542,0.178738950629814,0.1,-84.5487606459356,0.4,20.6514475184918,-42.5077154316291,-26.8412320823393,2.1370743605406,7.65827939577592
"115",183,"2011-01-08",1,0,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582,2,35,37,189.294933716987,-22.5067563770855,0.178738950629814,0.1,-84.5487606459356,0.4,20.6514475184918,-42.5077154316291,-26.8412320823393,2.1370743605406,7.65827939577592
"116",190,"2011-01-09",1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,189.294933716987,-183.193106040747,-12.7492381871949,0.08,-149.561745502552,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,2.1370743605406,7.65827939577592
"117",191,"2011-01-09",1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,189.294933716987,-168.255909326743,-12.7492381871949,0.08,-149.561745502552,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,2.1370743605406,7.65827939577592
"118",196,"2011-01-09",1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,0,49,49,189.294933716987,-19.670873566611,-12.7492381871949,0.1,-84.5487606459356,0.4,20.6514475184918,-42.5077154316291,-26.8412320823393,2.1370743605406,7.65827939577592
"119",198,"2011-01-09",1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83,189.294933716987,64.623985201932,-12.7492381871949,0.2,-88.1134716530571,0.4,20.6514475184918,-42.5077154316291,-26.8412320823393,2.1370743605406,7.65827939577592
"120",199,"2011-01-09",1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75,189.294933716987,66.1902147978645,-12.7492381871949,0.2,-88.1134716530571,0.3,4.90872102927088,-42.5077154316291,-26.8412320823393,2.1370743605406,7.65827939577592
"121",200,"2011-01-09",1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72,189.294933716987,50.2491468875471,-12.7492381871949,0.2,-88.1134716530571,0.3,4.90872102927088,-42.5077154316291,-26.8412320823393,2.1370743605406,7.65827939577592
"122",202,"2011-01-09",1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92,189.294933716987,128.995882609544,-12.7492381871949,0.2,-88.1134716530571,0.3,4.90872102927088,-42.5077154316291,-26.8412320823393,2.1370743605406,7.65827939577592
"123",203,"2011-01-09",1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,189.294933716987,271.820829829811,-12.7492381871949,0.2,-88.1134716530571,0.4,20.6514475184918,-42.5077154316291,-26.8412320823393,2.1370743605406,7.65827939577592
"124",207,"2011-01-09",1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,189.294933716987,-22.5067563770855,-12.7492381871949,0.1,-84.5487606459356,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,2.1370743605406,7.65827939577592
"125",208,"2011-01-09",1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,189.294933716987,-56.4508090167471,-12.7492381871949,0.1,-84.5487606459356,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,2.1370743605406,7.65827939577592
"126",209,"2011-01-09",1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,189.294933716987,-100.297396771174,-12.7492381871949,0.1,-84.5487606459356,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,2.1370743605406,7.65827939577592
"127",210,"2011-01-10",1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5,189.294933716987,-135.023747276309,-7.80393066770263,0.1,-84.5487606459356,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"128",212,"2011-01-10",1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3,189.294933716987,-166.275656608553,-7.80393066770263,0.1,-84.5487606459356,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"129",216,"2011-01-10",1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,189.294933716987,-109.183245405299,-7.80393066770263,0.1,-84.5487606459356,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"130",217,"2011-01-10",1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,189.294933716987,20.2606218385686,-7.80393066770263,0.1,-84.5487606459356,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"131",218,"2011-01-10",1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,189.294933716987,168.00627110229,-7.80393066770263,0.1,-84.5487606459356,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,-2.01663270456385
"132",220,"2011-01-10",1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,189.294933716987,-19.670873566611,-7.80393066770263,0.1,-84.5487606459356,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,-2.01663270456385
"133",221,"2011-01-10",1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,189.294933716987,20.9481855490681,-7.80393066770263,0.2,-88.1134716530571,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,-2.01663270456385
"134",222,"2011-01-10",1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,189.294933716987,64.623985201932,-7.80393066770263,0.2,-88.1134716530571,0.4,20.6514475184918,-42.5077154316291,-26.8412320823393,-1.00334705329519,-2.01663270456385
"135",224,"2011-01-10",1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47,189.294933716987,50.2491468875471,-7.80393066770263,0.2,-88.1134716530571,0.4,20.6514475184918,-42.5077154316291,-26.8412320823393,-1.00334705329519,-2.01663270456385
"136",225,"2011-01-10",1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45,189.294933716987,59.973831416185,-7.80393066770263,0.2,-88.1134716530571,0.4,20.6514475184918,-42.5077154316291,-26.8412320823393,-1.00334705329519,-2.01663270456385
"137",227,"2011-01-10",1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,189.294933716987,271.820829829811,-7.80393066770263,0.2,-88.1134716530571,0.4,20.6514475184918,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"138",228,"2011-01-10",1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155,189.294933716987,238.653214431161,-7.80393066770263,0.2,-88.1134716530571,0.4,20.6514475184918,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"139",229,"2011-01-10",1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,189.294933716987,122.614840719103,-7.80393066770263,0.2,-88.1134716530571,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"140",230,"2011-01-10",1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,189.294933716987,38.2859486359542,-7.80393066770263,0.2,-88.1134716530571,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"141",231,"2011-01-10",1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,189.294933716987,-22.5067563770855,-7.80393066770263,0.1,-84.5487606459356,0.6,11.3161242527334,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"142",232,"2011-01-10",1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,189.294933716987,-56.4508090167471,-7.80393066770263,0.1,-84.5487606459356,0.6,11.3161242527334,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"143",233,"2011-01-10",1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,189.294933716987,-100.297396771174,-7.80393066770263,0.1,-84.5487606459356,0.6,11.3161242527334,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"144",235,"2011-01-11",1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,189.294933716987,-157.619258041311,0.466791607530132,0.1,-84.5487606459356,0.6,11.3161242527334,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"145",236,"2011-01-11",1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,189.294933716987,-166.275656608553,0.466791607530132,0.2,-88.1134716530571,0.6,11.3161242527334,-42.5077154316291,-26.8412320823393,-1.00334705329519,-2.01663270456385
"146",237,"2011-01-11",1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,189.294933716987,-168.255909326743,0.466791607530132,0.2,-88.1134716530571,0.6,11.3161242527334,-42.5077154316291,-26.8412320823393,-1.00334705329519,-2.01663270456385
"147",243,"2011-01-11",1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,189.294933716987,20.9481855490681,0.466791607530132,0.2,-88.1134716530571,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,-2.01663270456385
"148",244,"2011-01-11",1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,189.294933716987,64.623985201932,0.466791607530132,0.2,-88.1134716530571,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,-2.01663270456385
"149",245,"2011-01-11",1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,189.294933716987,66.1902147978645,0.466791607530132,0.2,-88.1134716530571,0.6,11.3161242527334,-42.5077154316291,-26.8412320823393,-1.00334705329519,-2.01663270456385
"150",247,"2011-01-11",1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,189.294933716987,59.973831416185,0.466791607530132,0.2,-88.1134716530571,0.8,-7.9856781972704,-42.5077154316291,-26.8412320823393,-1.00334705329519,-2.01663270456385
"151",248,"2011-01-11",1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,189.294933716987,128.995882609544,0.466791607530132,0.2,-88.1134716530571,0.9,-36.9262319700655,-42.5077154316291,-26.8412320823393,-1.00334705329519,-2.01663270456385
"152",250,"2011-01-11",1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,189.294933716987,238.653214431161,0.466791607530132,0.2,-88.1134716530571,0.9,-36.9262319700655,-42.5077154316291,-26.8412320823393,-1.00334705329519,-55.2474463615831
"153",256,"2011-01-12",1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,189.294933716987,-135.023747276309,5.91367535123775,0.2,-88.1134716530571,0.9,-36.9262319700655,-42.5077154316291,-26.8412320823393,-1.00334705329519,-2.01663270456385
"154",257,"2011-01-12",1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,189.294933716987,-157.619258041311,5.91367535123775,0.2,-88.1134716530571,0.9,-36.9262319700655,-42.5077154316291,-26.8412320823393,-1.00334705329519,-2.01663270456385
"155",259,"2011-01-12",1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,189.294933716987,-168.255909326743,5.91367535123775,0.1,-84.5487606459356,0.9,-36.9262319700655,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"156",261,"2011-01-12",1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,189.294933716987,20.2606218385686,5.91367535123775,0.1,-84.5487606459356,0.7,7.17255397102485,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"157",262,"2011-01-12",1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,189.294933716987,168.00627110229,5.91367535123775,0.2,-88.1134716530571,0.6,11.3161242527334,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"158",264,"2011-01-12",1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,189.294933716987,-19.670873566611,5.91367535123775,0.2,-88.1134716530571,0.6,11.3161242527334,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"159",270,"2011-01-12",1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,189.294933716987,128.995882609544,5.91367535123775,0.2,-88.1134716530571,0.4,20.6514475184918,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"160",271,"2011-01-12",1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,189.294933716987,271.820829829811,5.91367535123775,0.2,-88.1134716530571,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"161",272,"2011-01-12",1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,189.294933716987,238.653214431161,5.91367535123775,0.2,-88.1134716530571,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"162",274,"2011-01-12",1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,189.294933716987,38.2859486359542,5.91367535123775,0.2,-88.1134716530571,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"163",275,"2011-01-12",1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,189.294933716987,-22.5067563770855,5.91367535123775,0.2,-88.1134716530571,0.6,11.3161242527334,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"164",276,"2011-01-12",1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,189.294933716987,-56.4508090167471,5.91367535123775,0.2,-88.1134716530571,0.6,11.3161242527334,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"165",278,"2011-01-13",1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,189.294933716987,-135.023747276309,8.0614287458281,0.1,-84.5487606459356,0.6,11.3161242527334,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"166",279,"2011-01-13",1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,189.294933716987,-157.619258041311,8.0614287458281,0.1,-84.5487606459356,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"167",280,"2011-01-13",1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,189.294933716987,-166.275656608553,8.0614287458281,0.1,-84.5487606459356,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"168",281,"2011-01-13",1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,189.294933716987,-176.811994084441,8.0614287458281,0.1,-84.5487606459356,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"169",282,"2011-01-13",1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,189.294933716987,-183.193106040747,8.0614287458281,0.1,-84.5487606459356,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"170",283,"2011-01-13",1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,189.294933716987,-168.255909326743,8.0614287458281,0.1,-84.5487606459356,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"171",285,"2011-01-13",1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,189.294933716987,20.2606218385686,8.0614287458281,0.1,-84.5487606459356,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"172",287,"2011-01-13",1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,189.294933716987,27.8899004062358,8.0614287458281,0.1,-84.5487606459356,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"173",288,"2011-01-13",1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,189.294933716987,-19.670873566611,8.0614287458281,0.2,-88.1134716530571,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,-2.01663270456385
"174",289,"2011-01-13",1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,189.294933716987,20.9481855490681,8.0614287458281,0.2,-88.1134716530571,0.4,20.6514475184918,-42.5077154316291,-26.8412320823393,-1.00334705329519,-2.01663270456385
"175",292,"2011-01-13",1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,189.294933716987,50.2491468875471,8.0614287458281,0.2,-88.1134716530571,0.4,20.6514475184918,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"176",295,"2011-01-13",1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,189.294933716987,271.820829829811,8.0614287458281,0.2,-88.1134716530571,0.4,20.6514475184918,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"177",296,"2011-01-13",1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,189.294933716987,238.653214431161,8.0614287458281,0.2,-88.1134716530571,0.4,20.6514475184918,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"178",297,"2011-01-13",1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,189.294933716987,122.614840719103,8.0614287458281,0.2,-88.1134716530571,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"179",298,"2011-01-13",1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,189.294933716987,38.2859486359542,8.0614287458281,0.2,-88.1134716530571,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"180",299,"2011-01-13",1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,189.294933716987,-22.5067563770855,8.0614287458281,0.1,-84.5487606459356,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"181",300,"2011-01-13",1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,189.294933716987,-56.4508090167471,8.0614287458281,0.1,-84.5487606459356,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"182",302,"2011-01-14",1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,189.294933716987,-135.023747276309,6.57721126897779,0.1,-84.5487606459356,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"183",303,"2011-01-14",1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,189.294933716987,-157.619258041311,6.57721126897779,0.1,-84.5487606459356,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"184",305,"2011-01-14",1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,189.294933716987,-176.811994084441,6.57721126897779,0.1,-84.5487606459356,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"185",306,"2011-01-14",1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,189.294933716987,-168.255909326743,6.57721126897779,0.1,-84.5487606459356,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"186",307,"2011-01-14",1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0,0,17,17,189.294933716987,-109.183245405299,6.57721126897779,0.1,-84.5487606459356,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"187",308,"2011-01-14",1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,189.294933716987,20.2606218385686,6.57721126897779,0.1,-84.5487606459356,0.7,7.17255397102485,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"188",313,"2011-01-14",1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,189.294933716987,64.623985201932,6.57721126897779,0.2,-88.1134716530571,0.4,20.6514475184918,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"189",314,"2011-01-14",1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,189.294933716987,66.1902147978645,6.57721126897779,0.2,-88.1134716530571,0.4,20.6514475184918,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"190",317,"2011-01-14",1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,189.294933716987,128.995882609544,6.57721126897779,0.2,-88.1134716530571,0.4,20.6514475184918,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
"191",319,"2011-01-14",1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0,5,134,139,189.294933716987,238.653214431161,6.57721126897779,0.2,-88.1134716530571,0.5,6.67149009129869,-42.5077154316291,-26.8412320823393,-1.00334705329519,7.65827939577592
